Időbélyeg,"1. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","2. Az első hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","3. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","4. A második hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","5. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","6. A harmadik hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","7. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","8. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","9. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?",10. Hogyan értékelnéd saját régiód nyelvváltozatát – nyelvjárását?,11. Mely helyzetekben használod a saját nyelvváltozatodat – nyelvjárásodat? (Több választ is megjelölhetsz!),12. Véleményed szerint te ismered a saját régiód nyelvjárását?,13. Szerinted előny vagy hátrány a nyelvjárás ismerete?,14. Mely helyzetekben használsz köznyelvi változatot? (Több választ is megjelölhetsz!),15. Véleményed szerint beszéled a magyarországi magyar köznyelvet?,16. Szerinted van különbség a Magyarországon és a Szlovákiában használt magyar nyelv között?,"17. Tett-e már valaki megjegyzést arra, ahogyan beszéltél?","18. Amennyiben tett már valaki megjegyzést a beszédedre, milyen helyzetben történt? Mit kifogásoltak? ",19. Mi a nemed?,20. Mi a nemzetiséged?,21. Mi az anyanyelved?,22. Melyik településen élsz?,23. Milyen típusú iskola diákja vagy?,24. Hányadik osztályba jársz?,25. Milyen nyelven zajlik az oktatás az általad látogatott képzésen?,26. Iskola,27. Iskola régiója,28. Lakhely régiója
6/14/2022 22:08:42,inkább nem elfogadható,hasonlít,inkább elfogadható,hasonlít,inkább elfogadható,igen,nem tudom megítélni,inkább nem elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",szerintem elég jól,nem tudom,"iskolában az órákon, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,nem,,fiú,magyar,magyar,Sajógömör,szakközépiskola,2.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:10:29,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,nem,inkább elfogadható,inkább elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, e-mailben, SMS-ben, chaten",talán egy kicsit,előny,"iskolában az órákon, magyarországi magyarokkal",talán egy kicsit,igen,nem,,lány,magyar,magyar,Oldalfala,szakközépiskola,2.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:12:44,teljesen elfogadható,hasonlít,inkább elfogadható,igen,teljesen elfogadható,hasonlít,teljesen elfogadható,teljesen elfogadható,inkább elfogadható,inkább nem tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,hátrány,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,A Szlovák szavak használatakor,fiú,magyar,magyar,Gömöralmágy,szakközépiskola,2.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:14:18,teljesen elfogadható,nem,inkább elfogadható,hasonlít,teljesen elfogadható,nem,teljesen elfogadható,inkább nem elfogadható,inkább nem elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon",talán egy kicsit,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,igen,nem,,fiú,magyar,magyar,Gömöralmágy,szakközépiskola,2.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:16:01,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,inkább elfogadható,nem tudom,teljesen elfogadható,inkább elfogadható,inkább elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",igen,nem tudom,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,Az akcentusom Magyarországon.,fiú,magyar,magyar,Rimaszécs,szakközépiskola,2.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:18:14,nem tudom megítélni,hasonlít,teljesen elfogadható,igen,inkább elfogadható,hasonlít,teljesen elfogadható,inkább nem elfogadható,nem tudom megítélni,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,nem tudom,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",inkább nem,igen,igen,"Kiejtés, akcentus",lány,magyar,magyar,Tornalja,szakközépiskola,2.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:20:23,teljesen elfogadható,igen,teljesen elfogadható,igen,inkább elfogadható,nem,teljesen elfogadható,inkább elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,előny,"iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal",szerintem elég jól,igen,nem,Magyar O. csúnya magyar palócos (felvidéki magyar),fiú,magyar,magyar,Rimaszécs,szakközépiskola,2.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:21:53,inkább elfogadható,hasonlít,inkább elfogadható,hasonlít,inkább elfogadható,hasonlít,inkább elfogadható,inkább elfogadható,inkább elfogadható,semleges,"családi beszélgetésben, szlovákiai magyarokkal",szerintem elég jól,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben",talán egy kicsit,igen,nem,,fiú,magyar,magyar,Lénártfalva,szakközépiskola,2.,magyar nyelven,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:23:30,teljesen elfogadható,hasonlít,teljesen elfogadható,nem tudom,teljesen elfogadható,nem,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben",szerintem elég jól,előny,"magyarországi magyarokkal, szlovákiai magyarokkal",talán egy kicsit,igen,igen,Azt hogy palocosan beszélek,fiú,szlovák,magyar,Tornalja,szakközépiskola,2.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:25:47,nem tudom megítélni,nem,nem tudom megítélni,hasonlít,nem tudom megítélni,hasonlít,teljesen elfogadható,teljesen elfogadható,nem tudom megítélni,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,semmilyen helyzetben,igen,igen,igen,"Dicsérték, hogy egész szép szavakat használok és ezeket szépen artikuláltan ejtem ki.",fiú,magyar,magyar,Felvidék (Rimaszombat),szakközépiskola,2.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:27:52,inkább nem elfogadható,nem,teljesen elfogadható,hasonlít,inkább elfogadható,nem,teljesen elfogadható,inkább elfogadható,inkább nem elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,Furcsálták a beszédem. Ez előfordult már magyarországiakkal és szlovákokkal is egyaránt.,fiú,szlovák,magyar,Fülek,szakközépiskola,1.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:30:02,nem tudom megítélni,hasonlít,inkább elfogadható,igen,nem tudom megítélni,hasonlít,inkább elfogadható,inkább elfogadható,teljesen elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben",szerintem elég jól,nem tudom,"családi beszélgetésben, iskolában az órákon, e-mailben, SMS-ben, chaten",inkább nem,igen,igen,"A családba szokták néha mondani, hogy magyarosabban beszélek mint a többi családtagom",lány,magyar és szlovák,magyar,Rimaszombat,szakközépiskola,1.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:32:07,inkább elfogadható,nem,teljesen elfogadható,igen,teljesen elfogadható,hasonlít,teljesen elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",szerintem elég jól,előny,"iskolában az órákon, magyarországi magyarokkal",szerintem elég jól,igen,igen,"Nem ugyan olyan a kiejtésem, mint az övé.",fiú,magyar,magyar,Rimaszécs,szakközépiskola,1.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:36:29,inkább elfogadható,hasonlít,inkább elfogadható,igen,nem tudom megítélni,hasonlít,inkább elfogadható,nem tudom megítélni,teljesen elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,nem tudom,"családi beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal",inkább nem,igen,nem,,lány,magyar és szlovák,magyar,Guszana (Rimaszombat),szakközépiskola,1.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:38:46,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,nem tudom,"iskolában az órákon, levélben vagy fogalmazás írása közben",igen,igen,igen,"Máshogy ismerte szót mint én, más kiejtésel",lány,magyar és szlovák,magyar,Uzapanyit,szakközépiskola,1.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:40:31,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,magyarországi magyarokkal,talán egy kicsit,igen,nem,,lány,magyar és szlovák,magyar,Nagybalog,szakközépiskola,1.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:42:21,inkább elfogadható,nem,inkább elfogadható,nem,teljesen elfogadható,hasonlít,teljesen elfogadható,inkább elfogadható,nem tudom megítélni,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"iskolában az órákon, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,igen,nem,,fiú,magyar,magyar,Rimaszombat,szakközépiskola,1.,magyar nyelven,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:44:23,inkább elfogadható,nem,teljesen elfogadható,hasonlít,inkább elfogadható,nem,inkább elfogadható,teljesen elfogadható,teljesen elfogadható,semleges,semmilyen helyzetben,szerintem elég jól,nem tudom,"családi beszélgetésben, baráti beszélgetésben, iskolában az órákon, szlovákiai magyarokkal",talán egy kicsit,igen,nem,Azt hogy néha palocosan beszélek,fiú,szlovák,magyar,Rimaszombat,szakközépiskola,1.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:54:28,teljesen elfogadható,nem,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,semleges,semmilyen helyzetben,talán egy kicsit,nem tudom,"családi beszélgetésben, baráti beszélgetésben, iskolában az órákon",szerintem elég jól,igen,igen,néha túl magyaros,lány,magyar és szlovák,magyar,Rimaszombat,szakközépiskola,1.,magyar nyelven,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:55:48,teljesen elfogadható,hasonlít,inkább elfogadható,hasonlít,inkább elfogadható,hasonlít,nem tudom megítélni,nem tudom megítélni,inkább elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"iskolában a szünetben, iskolában az órákon, levélben vagy fogalmazás írása közben",talán egy kicsit,igen,igen,,lány,magyar,magyar,Hanva,szakközépiskola,1.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:57:13,teljesen elfogadható,hasonlít,inkább elfogadható,igen,nem tudom megítélni,nem tudom,teljesen elfogadható,inkább elfogadható,nem tudom megítélni,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",igen,előny,"iskolában az órákon, magyarországi magyarokkal",talán egy kicsit,igen,nem,,fiú,magyar,magyar,Rimaszombat,szakközépiskola,1.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 22:58:43,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,inkább elfogadható,nem,inkább elfogadható,nem tudom megítélni,inkább elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",szerintem elég jól,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,nem,,lány,magyar,magyar,Fülek,szakközépiskola,1.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 23:00:53,nem tudom megítélni,nem,teljesen elfogadható,igen,teljesen elfogadható,igen,inkább elfogadható,nem tudom megítélni,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon",talán egy kicsit,előny,"iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,nem,,lány,magyar,magyar,Füleksávoly,szakközépiskola,1.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 23:02:55,inkább elfogadható,hasonlít,teljesen elfogadható,igen,inkább elfogadható,hasonlít,teljesen elfogadható,inkább elfogadható,inkább nem elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",talán egy kicsit,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben",inkább nem,igen,igen,"Akcentus, a, á kiejtése",fiú,magyar és szlovák,magyar,Abafalva,szakközépiskola,1.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 23:05:17,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal",igen,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,nem,igen,"Beszéd közben, tájszólásom miatt.",fiú,magyar,magyar,Méhi,szakközépiskola,3.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 23:07:09,inkább elfogadható,nem,nem tudom megítélni,nem,teljesen elfogadható,hasonlít,nem tudom megítélni,nem tudom megítélni,nem tudom megítélni,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben",inkább nem,nem tudom,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, magyarországi magyarokkal, szlovákiai magyarokkal",inkább nem,igen,nem,,fiú,szlovák,magyar,Ipolygalsa,szakközépiskola,3.,magyar nyelven,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 23:09:31,teljesen elfogadható,hasonlít,inkább elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,inkább elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal",szerintem elég jól,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,igen,"Apám magyarországi, így én is ""magyarosan"" beszélek, nem annyira ""palócosan"", ahogy az itt meg van szokva. Ez miatt gúnyoltak már ki",lány,magyar és szlovák,magyar,Pinc,szakközépiskola,3.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 23:11:28,teljesen elfogadható,igen,teljesen elfogadható,igen,inkább elfogadható,hasonlít,teljesen elfogadható,nem tudom megítélni,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal",szerintem elég jól,nem tudom,"levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,igen,"Iskolában, mivel más volt a beszédem, ezáltal kiközösítettek.",lány,magyar,magyar,Tornalja,szakközépiskola,3.,magyar nyelven,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 23:13:31,teljesen elfogadható,igen,inkább elfogadható,hasonlít,nem tudom megítélni,nem,teljesen elfogadható,inkább nem elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben",igen,nem tudom,"iskolában az órákon, magyarországi magyarokkal",talán egy kicsit,igen,nem,,lány,magyar,magyar,Gömörhorka,szakközépiskola,3.,magyar nyelven,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Kelet-Szlovákia
6/14/2022 23:15:08,teljesen elfogadható,nem,nem tudom megítélni,hasonlít,inkább elfogadható,hasonlít,nem tudom megítélni,nem tudom megítélni,inkább nem elfogadható,inkább nem tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",talán egy kicsit,nem tudom,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben",inkább nem,igen,nem,,lány,szlovák,magyar,Fülek,szakközépiskola,3.,magyar nyelven,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 23:16:55,teljesen elfogadható,nem,teljesen elfogadható,igen,teljesen elfogadható,hasonlít,teljesen elfogadható,teljesen elfogadható,nem tudom megítélni,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal",talán egy kicsit,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,igen,A szavak kiejtését,fiú,magyar,magyar,Serke,szakközépiskola,3.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 23:19:04,teljesen elfogadható,nem,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,inkább elfogadható,teljesen elfogadható,nem tudom megítélni,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",szerintem elég jól,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,A tájszólásom kritizálták hogy hogy lehet így beszélni,fiú,magyar,magyar,Alsóvály,szakközépiskola,3.,magyar nyelven,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 23:20:59,inkább elfogadható,nem,inkább nem elfogadható,nem,inkább elfogadható,hasonlít,teljesen elfogadható,inkább elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, magyarországi magyarokkal, szlovákiai magyarokkal",szerintem elég jól,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,nem,,fiú,magyar és szlovák,magyar,Gömörhorka,szakközépiskola,3.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Kelet-Szlovákia
6/14/2022 23:22:53,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",igen,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben",talán egy kicsit,igen,igen,"Szavak ejtését kifogásolták, más szavak használata.",lány,magyar és szlovák,magyar,Tornalja,szakközépiskola,3.,magyar és szlovák nyelven is,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 23:25:44,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,hasonlít,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben",inkább nem,igen,igen,"Azt mondták, hogy szép a nyelvjárásom, tetszik nekik. Magyaroroszágon történt.",lány,magyar,magyar,Ragyolc,szakközépiskola,3.,magyar nyelven,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 23:27:28,inkább elfogadható,hasonlít,inkább elfogadható,hasonlít,inkább elfogadható,nem tudom,teljesen elfogadható,inkább elfogadható,inkább elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",talán egy kicsit,nem tudom,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,Nagyon magyarosan beszéltem,lány,magyar és szlovák,magyar,Ragyolc,szakközépiskola,3.,magyar nyelven,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/14/2022 23:29:29,inkább elfogadható,nem,inkább elfogadható,hasonlít,inkább elfogadható,nem tudom,teljesen elfogadható,inkább elfogadható,inkább elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",talán egy kicsit,előny,"iskolában az órákon, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,igen,nem,,lány,magyar és szlovák,magyar,Gesztete,szakközépiskola,3.,magyar nyelven,"Súkromná stredná odborná škola - Rimavská Sobota, L. Novomeského 2070",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 10:43:51,inkább elfogadható,hasonlít,inkább elfogadható,hasonlít,teljesen elfogadható,igen,inkább elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",igen,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,igen,igen,"Tetszett nekik, különlegesnek tartották a kiejtésem. Nem minden tájszót ismertek.",lány,magyar,magyar,Rimaszombat,gimnázium,2.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
